Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,ProductionByTechnology,UseByTechnology,CapitalInvestment,OperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2023,FixedOpex2023,VarOpex2023,Opex2023,Externalities2023,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP
DDP,704,E5_AGRELE,,,2023,0.0407,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,704,E5_AGRELE,,,2024,0.0818,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,704,E5_AGRELE,,,2025,0.1263,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,704,E5_AGRELE,,,2026,0.1862,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,704,E5_AGRELE,,,2027,0.2495,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,704,E5_AGRELE,,,2028,0.314,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,704,E5_AGRELE,,,2029,0.378,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,704,E5_AGRELE,,,2030,0.4437,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,704,E5_AGRELE,,,2031,0.5281,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,704,E5_AGRELE,,,2032,0.6105,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,704,E5_AGRELE,,,2033,0.6968,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,704,E5_AGRELE,,,2034,0.781,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,704,E5_AGRELE,,,2035,0.8674,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,704,E5_AGRELE,,,2036,0.9448,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,704,E5_AGRELE,,,2037,1.0224,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,704,E5_AGRELE,,,2038,1.1026,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,704,E5_AGRELE,,,2039,1.1892,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,704,E5_AGRELE,,,2040,1.2764,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,704,E5_AGRELE,,,2041,1.3499,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,704,E5_AGRELE,,,2042,1.4249,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,704,E5_AGRELE,,,2043,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,704,E5_AGRELE,,,2044,1.5829,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,704,E5_AGRELE,,,2045,1.6675,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,704,E5_AGRELE,,,2046,1.7445,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,704,E5_AGRELE,,,2047,1.8194,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,704,E5_AGRELE,,,2048,1.8959,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,704,E5_AGRELE,,,2049,1.9777,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,704,E5_AGRELE,,,2050,2.0592,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,704,E5_AGRELE,,,2051,2.1869,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,704,E5_AGRELE,,,2052,2.3183,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,704,E5_AGRELE,,,2053,2.4544,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,704,E5_AGRELE,,,2054,2.596,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,704,E5_AGRELE,,,2055,2.745,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,704,E5_AGRELE,,,2056,2.8983,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,704,E5_AGRELE,,,2057,3.057,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,704,E5_AGRELE,,,2058,3.2178,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,704,E5_AGRELE,,,2059,3.3893,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,704,E5_AGRELE,,,2060,3.5623,,,,,,,,,,,,,,,,,,,,,,,,,,,
