Strategy,Fuel,Fuel.DESCRIPTION,Technology,Technology.DESCRIPTION,Emission,Emission.DESCRIPTION,Year,RateOfDemand,Demand,NumberOfNewTechnologyUnits,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,RateOfActivity,RateOfTotalActivity,TotalTechnologyAnnualActivity,TotalAnnualTechnologyActivityByMode,TotalTechnologyModelPeriodActivity,RateOfProductionByTechnologyByMode,RateOfProductionByTechnology,ProductionByTechnology,ProductionByTechnologyAnnual,RateOfProduction,Production,RateOfUseByTechnologyByMode,RateOfUseByTechnology,UseByTechnologyAnnual,UseByTechnology,UseAnnual,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,TotalCapacityInReserveMargin,DemandNeedingReserveMargin,TotalREProductionAnnual,RETotalProductionOfTargetFuelAnnual,AnnualTechnologyEmissionByMode,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,ModelPeriodEmissions
PA,,,Exp_Fruta,,,,2059,,,,1.04385,1.04385,1.04385,1.04385,1.04385,1.04385,1.04385,,,,,,,,,,,,,,,,,-3452.72,-1110.98,-3452.72,,-1110.98,,,,,,,,,,,,
PA,,,Exp_Fruta,,,,2060,,,,1.0689,1.0689,1.0689,1.0689,1.0689,1.0689,1.0689,,,,,,,,,,,,,,,,,-3535.57,-1106.98,-3535.57,,-1106.98,,,,,,,,,,,,
PA,,,Exp_Fruta,,,,2061,,,,1.09419,1.09419,1.09419,1.09419,1.09419,1.09419,1.09419,,,,,,,,,,,,,,,,,-3619.22,-1102.63,-3619.22,,-1102.63,,,,,,,,,,,,
PA,,,Exp_Fruta,,,,2062,,,,1.11977,1.11977,1.11977,1.11977,1.11977,1.11977,1.11977,,,,,,,,,,,,,,,,,-3703.85,-1097.99,-3703.85,,-1097.99,,,,,,,,,,,,
PA,,,Exp_Fruta,,,,2063,,,,1.14569,1.14569,1.14569,1.14569,1.14569,1.14569,1.14569,,,,,,,,,,,,,,,,,-3789.56,-1093.12,-3789.56,,-1093.12,,,,,,,,,,,,
PA,,,Exp_Fruta,,,,2064,,,,1.17193,1.17193,1.17193,1.17193,1.17193,1.17193,1.17193,,,,,,,,,,,,,,,,,-3876.35,-1088.02,-3876.35,,-1088.02,,,,,,,,,,,,
PA,,,Exp_Fruta,,,,2065,,,,1.19844,1.19844,1.19844,1.19844,1.19844,1.19844,1.19844,,,,,,,,,,,,,,,,,-3964.07,-1082.65,-3964.07,,-1082.65,,,,,,,,,,,,
PA,,,Exp_Fruta,,,,2066,,,,1.22523,1.22523,1.22523,1.22523,1.22523,1.22523,1.22523,,,,,,,,,,,,,,,,,-4052.67,-1077.02,-4052.67,,-1077.02,,,,,,,,,,,,
PA,,,Exp_Fruta,,,,2067,,,,1.25226,1.25226,1.25226,1.25226,1.25226,1.25226,1.25226,,,,,,,,,,,,,,,,,-4142.08,-1071.11,-4142.08,,-1071.11,,,,,,,,,,,,
PA,,,Exp_Fruta,,,,2068,,,,1.27957,1.27957,1.27957,1.27957,1.27957,1.27957,1.27957,,,,,,,,,,,,,,,,,-4232.4,-1064.97,-4232.4,,-1064.97,,,,,,,,,,,,
PA,,,Exp_Fruta,,,,2069,,,,1.30714,1.30714,1.30714,1.30714,1.30714,1.30714,1.30714,,,,,,,,,,,,,,,,,-4323.6,-1058.59,-4323.6,,-1058.59,,,,,,,,,,,,
PA,,,Exp_Fruta,,,,2070,,,,1.33497,1.33497,1.33497,1.33497,1.33497,1.33497,1.33497,,,,,,,,,,,,,,,,,-4415.64,-1051.99,-4415.64,,-1051.99,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2018,,,,0.0732708,0.0732708,0.0732708,0.0732708,0.0732708,0.0732708,0.0732708,,,,,,,,,,,,,,,,,-468.806,-462.445,-468.806,,-462.445,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2019,,,,0.0529548,0.0529548,0.0529548,0.0529548,0.0529548,0.0529548,0.0529548,,,,,,,,,,,,,,,,,-382.657,-367.291,-382.657,,-367.291,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2020,,,,0.087191,0.087191,0.087191,0.087191,0.087191,0.087191,0.087191,,,,,,,,,,,,,,,,,-315.311,-294.491,-315.311,,-294.491,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2021,,,,0.0525674,0.0525674,0.0525674,0.0525674,0.0525674,0.0525674,0.0525674,,,,,,,,,,,,,,,,,-157.257,-142.915,-157.257,,-142.915,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2022,,,,0.0523094,0.0523094,0.0523094,0.0523094,0.0523094,0.0523094,0.0523094,,,,,,,,,,,,,,,,,-156.485,-138.38,-156.485,,-138.38,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2023,,,,0.0507262,0.0507262,0.0507262,0.0507262,0.0507262,0.0507262,0.0507262,,,,,,,,,,,,,,,,,-151.749,-130.575,-151.749,,-130.575,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2024,,,,0.0603736,0.0603736,0.0603736,0.0603736,0.0603736,0.0603736,0.0603736,,,,,,,,,,,,,,,,,-180.609,-151.22,-180.609,,-151.22,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2025,,,,0.0594454,0.0594454,0.0594454,0.0594454,0.0594454,0.0594454,0.0594454,,,,,,,,,,,,,,,,,-177.832,-144.882,-177.832,,-144.882,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2026,,,,0.0706325,0.0706325,0.0706325,0.0706325,0.0706325,0.0706325,0.0706325,,,,,,,,,,,,,,,,,-211.299,-167.507,-211.299,,-167.507,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2027,,,,0.075323,0.075323,0.075323,0.075323,0.075323,0.075323,0.075323,,,,,,,,,,,,,,,,,-225.33,-173.816,-225.33,,-173.816,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2028,,,,0.0804996,0.0804996,0.0804996,0.0804996,0.0804996,0.0804996,0.0804996,,,,,,,,,,,,,,,,,-240.816,-180.755,-240.816,,-180.755,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2029,,,,0.0851452,0.0851452,0.0851452,0.0851452,0.0851452,0.0851452,0.0851452,,,,,,,,,,,,,,,,,-254.714,-186.033,-254.714,,-186.033,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2030,,,,0.0928719,0.0928719,0.0928719,0.0928719,0.0928719,0.0928719,0.0928719,,,,,,,,,,,,,,,,,-277.829,-197.446,-277.829,,-197.446,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2031,,,,0.0889617,0.0889617,0.0889617,0.0889617,0.0889617,0.0889617,0.0889617,,,,,,,,,,,,,,,,,-266.131,-184.035,-266.131,,-184.035,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2032,,,,0.0950644,0.0950644,0.0950644,0.0950644,0.0950644,0.0950644,0.0950644,,,,,,,,,,,,,,,,,-284.387,-191.359,-284.387,,-191.359,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2033,,,,0.102819,0.102819,0.102819,0.102819,0.102819,0.102819,0.102819,,,,,,,,,,,,,,,,,-307.584,-201.389,-307.584,,-201.389,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2034,,,,0.108967,0.108967,0.108967,0.108967,0.108967,0.108967,0.108967,,,,,,,,,,,,,,,,,-325.977,-207.678,-325.977,,-207.678,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2035,,,,0.115194,0.115194,0.115194,0.115194,0.115194,0.115194,0.115194,,,,,,,,,,,,,,,,,-344.606,-213.629,-344.606,,-213.629,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2036,,,,0.121557,0.121557,0.121557,0.121557,0.121557,0.121557,0.121557,,,,,,,,,,,,,,,,,-363.641,-219.354,-363.641,,-219.354,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2037,,,,0.127442,0.127442,0.127442,0.127442,0.127442,0.127442,0.127442,,,,,,,,,,,,,,,,,-381.247,-223.775,-381.247,,-223.775,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2038,,,,0.132939,0.132939,0.132939,0.132939,0.132939,0.132939,0.132939,,,,,,,,,,,,,,,,,-397.691,-227.135,-397.691,,-227.135,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2039,,,,0.140815,0.140815,0.140815,0.140815,0.140815,0.140815,0.140815,,,,,,,,,,,,,,,,,-421.25,-234.106,-421.25,,-234.106,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2040,,,,0.148602,0.148602,0.148602,0.148602,0.148602,0.148602,0.148602,,,,,,,,,,,,,,,,,-444.546,-240.394,-444.546,,-240.394,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2041,,,,0.156428,0.156428,0.156428,0.156428,0.156428,0.156428,0.156428,,,,,,,,,,,,,,,,,-467.959,-246.234,-467.959,,-246.234,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2042,,,,0.164441,0.164441,0.164441,0.164441,0.164441,0.164441,0.164441,,,,,,,,,,,,,,,,,-491.93,-251.871,-491.93,,-251.871,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2043,,,,0.17195,0.17195,0.17195,0.17195,0.17195,0.17195,0.17195,,,,,,,,,,,,,,,,,-514.393,-256.273,-514.393,,-256.273,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2044,,,,0.180552,0.180552,0.180552,0.180552,0.180552,0.180552,0.180552,,,,,,,,,,,,,,,,,-540.127,-261.841,-540.127,,-261.841,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2045,,,,0.189031,0.189031,0.189031,0.189031,0.189031,0.189031,0.189031,,,,,,,,,,,,,,,,,-565.491,-266.748,-565.491,,-266.748,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2046,,,,0.198977,0.198977,0.198977,0.198977,0.198977,0.198977,0.198977,,,,,,,,,,,,,,,,,-595.244,-273.215,-595.244,,-273.215,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2047,,,,0.208421,0.208421,0.208421,0.208421,0.208421,0.208421,0.208421,,,,,,,,,,,,,,,,,-623.498,-278.469,-623.498,,-278.469,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2048,,,,0.218105,0.218105,0.218105,0.218105,0.218105,0.218105,0.218105,,,,,,,,,,,,,,,,,-652.465,-283.552,-652.465,,-283.552,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2049,,,,0.228277,0.228277,0.228277,0.228277,0.228277,0.228277,0.228277,,,,,,,,,,,,,,,,,-682.896,-288.778,-682.896,,-288.778,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2050,,,,0.238865,0.238865,0.238865,0.238865,0.238865,0.238865,0.238865,,,,,,,,,,,,,,,,,-714.571,-294.028,-714.571,,-294.028,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2051,,,,0.250461,0.250461,0.250461,0.250461,0.250461,0.250461,0.250461,,,,,,,,,,,,,,,,,-749.259,-299.991,-749.259,,-299.991,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2052,,,,0.262077,0.262077,0.262077,0.262077,0.262077,0.262077,0.262077,,,,,,,,,,,,,,,,,-784.01,-305.445,-784.01,,-305.445,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2053,,,,0.274152,0.274152,0.274152,0.274152,0.274152,0.274152,0.274152,,,,,,,,,,,,,,,,,-820.134,-310.906,-820.134,,-310.906,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2054,,,,0.286809,0.286809,0.286809,0.286809,0.286809,0.286809,0.286809,,,,,,,,,,,,,,,,,-857.995,-316.492,-857.995,,-316.492,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2055,,,,0.299974,0.299974,0.299974,0.299974,0.299974,0.299974,0.299974,,,,,,,,,,,,,,,,,-897.379,-322.097,-897.379,,-322.097,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2056,,,,0.313779,0.313779,0.313779,0.313779,0.313779,0.313779,0.313779,,,,,,,,,,,,,,,,,-938.678,-327.84,-938.678,,-327.84,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2057,,,,0.327928,0.327928,0.327928,0.327928,0.327928,0.327928,0.327928,,,,,,,,,,,,,,,,,-981.004,-333.388,-981.004,,-333.388,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2058,,,,0.34266,0.34266,0.34266,0.34266,0.34266,0.34266,0.34266,,,,,,,,,,,,,,,,,-1025.07,-338.975,-1025.07,,-338.975,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2059,,,,0.357992,0.357992,0.357992,0.357992,0.357992,0.357992,0.357992,,,,,,,,,,,,,,,,,-1070.94,-344.597,-1070.94,,-344.597,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2060,,,,0.373914,0.373914,0.373914,0.373914,0.373914,0.373914,0.373914,,,,,,,,,,,,,,,,,-1118.57,-350.222,-1118.57,,-350.222,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2061,,,,0.390415,0.390415,0.390415,0.390415,0.390415,0.390415,0.390415,,,,,,,,,,,,,,,,,-1167.93,-355.821,-1167.93,,-355.821,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2062,,,,0.407535,0.407535,0.407535,0.407535,0.407535,0.407535,0.407535,,,,,,,,,,,,,,,,,-1219.15,-361.414,-1219.15,,-361.414,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2063,,,,0.425305,0.425305,0.425305,0.425305,0.425305,0.425305,0.425305,,,,,,,,,,,,,,,,,-1272.31,-367.006,-1272.31,,-367.006,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2064,,,,0.443747,0.443747,0.443747,0.443747,0.443747,0.443747,0.443747,,,,,,,,,,,,,,,,,-1327.48,-372.6,-1327.48,,-372.6,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2065,,,,0.462864,0.462864,0.462864,0.462864,0.462864,0.462864,0.462864,,,,,,,,,,,,,,,,,-1384.67,-378.176,-1384.67,,-378.176,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2066,,,,0.482674,0.482674,0.482674,0.482674,0.482674,0.482674,0.482674,,,,,,,,,,,,,,,,,-1443.93,-383.732,-1443.93,,-383.732,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2067,,,,0.503188,0.503188,0.503188,0.503188,0.503188,0.503188,0.503188,,,,,,,,,,,,,,,,,-1505.3,-389.259,-1505.3,,-389.259,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2068,,,,0.524444,0.524444,0.524444,0.524444,0.524444,0.524444,0.524444,,,,,,,,,,,,,,,,,-1568.89,-394.767,-1568.89,,-394.767,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2069,,,,0.54646,0.54646,0.54646,0.54646,0.54646,0.54646,0.54646,,,,,,,,,,,,,,,,,-1634.75,-400.252,-1634.75,,-400.252,,,,,,,,,,,,
PA,,,Exp_Verduras,,,,2070,,,,0.569255,0.569255,0.569255,0.569255,0.569255,0.569255,0.569255,,,,,,,,,,,,,,,,,-1702.94,-405.71,-1702.94,,-405.71,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2018,,,,0.153255,0.153255,0.153255,0.153255,0.153255,0.153255,0.153255,,,,,,,,,,,,,,,,,-834.937,-823.608,-834.937,,-823.608,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2019,,,,0.156817,0.156817,0.156817,0.156817,0.156817,0.156817,0.156817,,,,,,,,,,,,,,,,,-870.984,-836.008,-870.984,,-836.008,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2020,,,,0.151378,0.151378,0.151378,0.151378,0.151378,0.151378,0.151378,,,,,,,,,,,,,,,,,-818.87,-764.802,-818.87,,-764.802,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2021,,,,0.166117,0.166117,0.166117,0.166117,0.166117,0.166117,0.166117,,,,,,,,,,,,,,,,,-918.003,-834.28,-918.003,,-834.28,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2022,,,,0.165302,0.165302,0.165302,0.165302,0.165302,0.165302,0.165302,,,,,,,,,,,,,,,,,-913.498,-807.809,-913.498,,-807.809,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2023,,,,0.160299,0.160299,0.160299,0.160299,0.160299,0.160299,0.160299,,,,,,,,,,,,,,,,,-885.85,-762.246,-885.85,,-762.246,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2024,,,,0.190785,0.190785,0.190785,0.190785,0.190785,0.190785,0.190785,,,,,,,,,,,,,,,,,-1054.33,-882.762,-1054.33,,-882.762,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2025,,,,0.187852,0.187852,0.187852,0.187852,0.187852,0.187852,0.187852,,,,,,,,,,,,,,,,,-1038.12,-845.763,-1038.12,,-845.763,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2026,,,,0.223204,0.223204,0.223204,0.223204,0.223204,0.223204,0.223204,,,,,,,,,,,,,,,,,-1233.48,-977.84,-1233.48,,-977.84,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2027,,,,0.238026,0.238026,0.238026,0.238026,0.238026,0.238026,0.238026,,,,,,,,,,,,,,,,,-1315.39,-1014.67,-1315.39,,-1014.67,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2028,,,,0.254385,0.254385,0.254385,0.254385,0.254385,0.254385,0.254385,,,,,,,,,,,,,,,,,-1405.79,-1055.18,-1405.79,,-1055.18,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2029,,,,0.269066,0.269066,0.269066,0.269066,0.269066,0.269066,0.269066,,,,,,,,,,,,,,,,,-1486.92,-1085.99,-1486.92,,-1085.99,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2030,,,,0.293482,0.293482,0.293482,0.293482,0.293482,0.293482,0.293482,,,,,,,,,,,,,,,,,-1621.86,-1152.61,-1621.86,,-1152.61,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2031,,,,0.281126,0.281126,0.281126,0.281126,0.281126,0.281126,0.281126,,,,,,,,,,,,,,,,,-1553.57,-1074.32,-1553.57,,-1074.32,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2032,,,,0.300411,0.300411,0.300411,0.300411,0.300411,0.300411,0.300411,,,,,,,,,,,,,,,,,-1660.14,-1117.08,-1660.14,,-1117.08,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2033,,,,0.324915,0.324915,0.324915,0.324915,0.324915,0.324915,0.324915,,,,,,,,,,,,,,,,,-1795.56,-1175.63,-1795.56,,-1175.63,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2034,,,,0.344343,0.344343,0.344343,0.344343,0.344343,0.344343,0.344343,,,,,,,,,,,,,,,,,-1902.92,-1212.35,-1902.92,,-1212.35,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2035,,,,0.364022,0.364022,0.364022,0.364022,0.364022,0.364022,0.364022,,,,,,,,,,,,,,,,,-2011.67,-1247.09,-2011.67,,-1247.09,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2036,,,,0.38413,0.38413,0.38413,0.38413,0.38413,0.38413,0.38413,,,,,,,,,,,,,,,,,-2122.8,-1280.5,-2122.8,,-1280.5,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2037,,,,0.402728,0.402728,0.402728,0.402728,0.402728,0.402728,0.402728,,,,,,,,,,,,,,,,,-2225.57,-1306.31,-2225.57,,-1306.31,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2038,,,,0.420098,0.420098,0.420098,0.420098,0.420098,0.420098,0.420098,,,,,,,,,,,,,,,,,-2321.56,-1325.93,-2321.56,,-1325.93,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2039,,,,0.444985,0.444985,0.444985,0.444985,0.444985,0.444985,0.444985,,,,,,,,,,,,,,,,,-2459.1,-1366.62,-2459.1,,-1366.62,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2040,,,,0.469593,0.469593,0.469593,0.469593,0.469593,0.469593,0.469593,,,,,,,,,,,,,,,,,-2595.09,-1403.33,-2595.09,,-1403.33,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2041,,,,0.494326,0.494326,0.494326,0.494326,0.494326,0.494326,0.494326,,,,,,,,,,,,,,,,,-2731.76,-1437.42,-2731.76,,-1437.42,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2042,,,,0.519647,0.519647,0.519647,0.519647,0.519647,0.519647,0.519647,,,,,,,,,,,,,,,,,-2871.7,-1470.32,-2871.7,,-1470.32,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2043,,,,0.543376,0.543376,0.543376,0.543376,0.543376,0.543376,0.543376,,,,,,,,,,,,,,,,,-3002.83,-1496.02,-3002.83,,-1496.02,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2044,,,,0.57056,0.57056,0.57056,0.57056,0.57056,0.57056,0.57056,,,,,,,,,,,,,,,,,-3153.05,-1528.52,-3153.05,,-1528.52,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2045,,,,0.597353,0.597353,0.597353,0.597353,0.597353,0.597353,0.597353,,,,,,,,,,,,,,,,,-3301.12,-1557.17,-3301.12,,-1557.17,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2046,,,,0.628782,0.628782,0.628782,0.628782,0.628782,0.628782,0.628782,,,,,,,,,,,,,,,,,-3474.8,-1594.92,-3474.8,,-1594.92,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2047,,,,0.658628,0.658628,0.658628,0.658628,0.658628,0.658628,0.658628,,,,,,,,,,,,,,,,,-3639.74,-1625.6,-3639.74,,-1625.6,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2048,,,,0.689227,0.689227,0.689227,0.689227,0.689227,0.689227,0.689227,,,,,,,,,,,,,,,,,-3808.84,-1655.27,-3808.84,,-1655.27,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2049,,,,0.721373,0.721373,0.721373,0.721373,0.721373,0.721373,0.721373,,,,,,,,,,,,,,,,,-3986.48,-1685.78,-3986.48,,-1685.78,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2050,,,,0.754832,0.754832,0.754832,0.754832,0.754832,0.754832,0.754832,,,,,,,,,,,,,,,,,-4171.39,-1716.42,-4171.39,,-1716.42,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2051,,,,0.780611,0.780611,0.780611,0.780611,0.780611,0.780611,0.780611,,,,,,,,,,,,,,,,,-4313.85,-1727.2,-4313.85,,-1727.2,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2052,,,,0.805606,0.805606,0.805606,0.805606,0.805606,0.805606,0.805606,,,,,,,,,,,,,,,,,-4451.98,-1734.46,-4451.98,,-1734.46,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2053,,,,0.831158,0.831158,0.831158,0.831158,0.831158,0.831158,0.831158,,,,,,,,,,,,,,,,,-4593.18,-1741.24,-4593.18,,-1741.24,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2054,,,,0.857594,0.857594,0.857594,0.857594,0.857594,0.857594,0.857594,,,,,,,,,,,,,,,,,-4739.27,-1748.19,-4739.27,,-1748.19,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2055,,,,0.884647,0.884647,0.884647,0.884647,0.884647,0.884647,0.884647,,,,,,,,,,,,,,,,,-4888.77,-1754.74,-4888.77,,-1754.74,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2056,,,,0.91266,0.91266,0.91266,0.91266,0.91266,0.91266,0.91266,,,,,,,,,,,,,,,,,-5043.58,-1761.51,-5043.58,,-1761.51,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2057,,,,0.94072,0.94072,0.94072,0.94072,0.94072,0.94072,0.94072,,,,,,,,,,,,,,,,,-5198.65,-1766.73,-5198.65,,-1766.73,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2058,,,,0.96949,0.96949,0.96949,0.96949,0.96949,0.96949,0.96949,,,,,,,,,,,,,,,,,-5357.64,-1771.68,-5357.64,,-1771.68,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2059,,,,0.998967,0.998967,0.998967,0.998967,0.998967,0.998967,0.998967,,,,,,,,,,,,,,,,,-5520.54,-1776.35,-5520.54,,-1776.35,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2060,,,,1.02908,1.02908,1.02908,1.02908,1.02908,1.02908,1.02908,,,,,,,,,,,,,,,,,-5686.92,-1780.56,-5686.92,,-1780.56,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2061,,,,1.05974,1.05974,1.05974,1.05974,1.05974,1.05974,1.05974,,,,,,,,,,,,,,,,,-5856.39,-1784.2,-5856.39,,-1784.2,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2062,,,,1.09103,1.09103,1.09103,1.09103,1.09103,1.09103,1.09103,,,,,,,,,,,,,,,,,-6029.29,-1787.37,-6029.29,,-1787.37,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2063,,,,1.12297,1.12297,1.12297,1.12297,1.12297,1.12297,1.12297,,,,,,,,,,,,,,,,,-6205.82,-1790.11,-6205.82,,-1790.11,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2064,,,,1.15559,1.15559,1.15559,1.15559,1.15559,1.15559,1.15559,,,,,,,,,,,,,,,,,-6386.05,-1792.45,-6386.05,,-1792.45,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2065,,,,1.18883,1.18883,1.18883,1.18883,1.18883,1.18883,1.18883,,,,,,,,,,,,,,,,,-6569.74,-1794.3,-6569.74,,-1794.3,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2066,,,,1.22269,1.22269,1.22269,1.22269,1.22269,1.22269,1.22269,,,,,,,,,,,,,,,,,-6756.88,-1795.68,-6756.88,,-1795.68,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2067,,,,1.25716,1.25716,1.25716,1.25716,1.25716,1.25716,1.25716,,,,,,,,,,,,,,,,,-6947.38,-1796.54,-6947.38,,-1796.54,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2068,,,,1.29228,1.29228,1.29228,1.29228,1.29228,1.29228,1.29228,,,,,,,,,,,,,,,,,-7141.47,-1796.95,-7141.47,,-1796.95,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2069,,,,1.32805,1.32805,1.32805,1.32805,1.32805,1.32805,1.32805,,,,,,,,,,,,,,,,,-7339.13,-1796.91,-7339.13,,-1796.91,,,,,,,,,,,,
PA,,,Exp_Floricolas,,,,2070,,,,1.36446,1.36446,1.36446,1.36446,1.36446,1.36446,1.36446,,,,,,,,,,,,,,,,,-7540.34,-1796.42,-7540.34,,-1796.42,,,,,,,,,,,,
PA,,,Pasturas,,,,2018,,,,5.11895,5.11895,5.11895,5.11895,5.11895,5.11895,5.11895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,,,Pasturas,,,,2019,,,,5.13995,5.13995,5.13995,5.13995,5.13995,5.13995,5.13995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,,,Pasturas,,,,2020,,,,5.18807,5.18807,5.18807,5.18807,5.18807,5.18807,5.18807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,,,Pasturas,,,,2021,,,,5.20871,5.20871,5.20871,5.20871,5.20871,5.20871,5.20871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
